Sexo	Edad	Relación con la actividad económica	Periodo	Total
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2023	0,7
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2022	0,1
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2021	1,2
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2020	0,5
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2019	0,4
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2018	0,5
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2017	..
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2016	0,2
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2015	0
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2014	0,4
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2013	0,2
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2012	0,1
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2011	0
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2010	0,1
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2009	..
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2008	..
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2007	..
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2006	..
Hombres	De 60 a 64 años	Inactivos	2024	583
Hombres	De 60 a 64 años	Inactivos	2023	595
Hombres	De 60 a 64 años	Inactivos	2022	606,8
Hombres	De 60 a 64 años	Inactivos	2021	617,4
Hombres	De 60 a 64 años	Inactivos	2020	633,5
Hombres	De 60 a 64 años	Inactivos	2019	643,3
Hombres	De 60 a 64 años	Inactivos	2018	639,7
Hombres	De 60 a 64 años	Inactivos	2017	630,8
Hombres	De 60 a 64 años	Inactivos	2016	630,7
Hombres	De 60 a 64 años	Inactivos	2015	620
Hombres	De 60 a 64 años	Inactivos	2014	644,6
Hombres	De 60 a 64 años	Inactivos	2013	665,6
Hombres	De 60 a 64 años	Inactivos	2012	651,7
Hombres	De 60 a 64 años	Inactivos	2011	630,2
Hombres	De 60 a 64 años	Inactivos	2010	627,8
Hombres	De 60 a 64 años	Inactivos	2009	605,8
Hombres	De 60 a 64 años	Inactivos	2008	572,1
Hombres	De 60 a 64 años	Inactivos	2007	576,5
Hombres	De 60 a 64 años	Inactivos	2006	542,3
Hombres	De 65 a 69 años	Total	2024	1.312
Hombres	De 65 a 69 años	Total	2023	1.290,7
Hombres	De 65 a 69 años	Total	2022	1.243,2
Hombres	De 65 a 69 años	Total	2021	1.199,4
Hombres	De 65 a 69 años	Total	2020	1.178,7
Hombres	De 65 a 69 años	Total	2019	1.144,3
Hombres	De 65 a 69 años	Total	2018	1.116,5
Hombres	De 65 a 69 años	Total	2017	1.111,2
Hombres	De 65 a 69 años	Total	2016	1.093,7
Hombres	De 65 a 69 años	Total	2015	1.090,4
Hombres	De 65 a 69 años	Total	2014	1.115,5
Hombres	De 65 a 69 años	Total	2013	1.073,7
Hombres	De 65 a 69 años	Total	2012	1.043
Hombres	De 65 a 69 años	Total	2011	1.014,9
Hombres	De 65 a 69 años	Total	2010	981,3
Hombres	De 65 a 69 años	Total	2009	942,5
Hombres	De 65 a 69 años	Total	2008	865,6
Hombres	De 65 a 69 años	Total	2007	842,3
Hombres	De 65 a 69 años	Total	2006	876,7
Hombres	De 65 a 69 años	Activos	2024	167,5
Hombres	De 65 a 69 años	Activos	2023	151
Hombres	De 65 a 69 años	Activos	2022	142
Hombres	De 65 a 69 años	Activos	2021	133,5
Hombres	De 65 a 69 años	Activos	2020	113,3
Hombres	De 65 a 69 años	Activos	2019	92,3
Hombres	De 65 a 69 años	Activos	2018	86,2
Hombres	De 65 a 69 años	Activos	2017	83,1
Hombres	De 65 a 69 años	Activos	2016	70,8
Hombres	De 65 a 69 años	Activos	2015	65,9
Hombres	De 65 a 69 años	Activos	2014	62,6
Hombres	De 65 a 69 años	Activos	2013	65,1
Hombres	De 65 a 69 años	Activos	2012	68,7
Hombres	De 65 a 69 años	Activos	2011	60,8
Hombres	De 65 a 69 años	Activos	2010	63,8
Hombres	De 65 a 69 años	Activos	2009	67,9
Hombres	De 65 a 69 años	Activos	2008	73,4
Hombres	De 65 a 69 años	Activos	2007	66,5
Hombres	De 65 a 69 años	Activos	2006	68,6
Hombres	De 65 a 69 años	Ocupados	2024	158,7
Hombres	De 65 a 69 años	Ocupados	2023	142,3
Hombres	De 65 a 69 años	Ocupados	2022	133,7
Hombres	De 65 a 69 años	Ocupados	2021	125,4
Hombres	De 65 a 69 años	Ocupados	2020	107,4
Hombres	De 65 a 69 años	Ocupados	2019	86,6
Hombres	De 65 a 69 años	Ocupados	2018	80,8
Hombres	De 65 a 69 años	Ocupados	2017	79
Hombres	De 65 a 69 años	Ocupados	2016	68,6
Hombres	De 65 a 69 años	Ocupados	2015	62,8
Hombres	De 65 a 69 años	Ocupados	2014	59,5
Hombres	De 65 a 69 años	Ocupados	2013	59,7
Hombres	De 65 a 69 años	Ocupados	2012	65,2
Hombres	De 65 a 69 años	Ocupados	2011	60
Hombres	De 65 a 69 años	Ocupados	2010	61,1
Hombres	De 65 a 69 años	Ocupados	2009	65,1
Hombres	De 65 a 69 años	Ocupados	2008	72,1
Hombres	De 65 a 69 años	Ocupados	2007	65,6
Hombres	De 65 a 69 años	Ocupados	2006	67,1
Hombres	De 65 a 69 años	Parados	2024	8,8
Hombres	De 65 a 69 años	Parados	2023	8,7
Hombres	De 65 a 69 años	Parados	2022	8,2
Hombres	De 65 a 69 años	Parados	2021	8,1
Hombres	De 65 a 69 años	Parados	2020	5,9
Hombres	De 65 a 69 años	Parados	2019	5,7
Hombres	De 65 a 69 años	Parados	2018	5,4
Hombres	De 65 a 69 años	Parados	2017	4,1
Hombres	De 65 a 69 años	Parados	2016	2,2
Hombres	De 65 a 69 años	Parados	2015	3,2
Hombres	De 65 a 69 años	Parados	2014	3,1
Hombres	De 65 a 69 años	Parados	2013	5,3
Hombres	De 65 a 69 años	Parados	2012	3,6
Hombres	De 65 a 69 años	Parados	2011	0,8
Hombres	De 65 a 69 años	Parados	2010	2,7
Hombres	De 65 a 69 años	Parados	2009	2,8
Hombres	De 65 a 69 años	Parados	2008	1,4
Hombres	De 65 a 69 años	Parados	2007	0,9
Hombres	De 65 a 69 años	Parados	2006	1,5
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2024	0,1
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2023	0,1
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2022	..
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2021	..
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2020	..
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2019	..
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2018	..
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2017	..
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2016	..
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2015	..
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2014	..
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2013	..
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2012	..
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2011	..
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2010	..
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2009	..
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2008	..
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2007	..
Hombres	De 65 a 69 años	Parados que buscan primer empleo	2006	..
Hombres	De 65 a 69 años	Inactivos	2024	1.144,5
Hombres	De 65 a 69 años	Inactivos	2023	1.139,7
Hombres	De 65 a 69 años	Inactivos	2022	1.101,3
Hombres	De 65 a 69 años	Inactivos	2021	1.065,9
Hombres	De 65 a 69 años	Inactivos	2020	1.065,4
Hombres	De 65 a 69 años	Inactivos	2019	1.052
Hombres	De 65 a 69 años	Inactivos	2018	1.030,3
Hombres	De 65 a 69 años	Inactivos	2017	1.028,1
Hombres	De 65 a 69 años	Inactivos	2016	1.022,8
Hombres	De 65 a 69 años	Inactivos	2015	1.024,5
Hombres	De 65 a 69 años	Inactivos	2014	1.052,9
Hombres	De 65 a 69 años	Inactivos	2013	1.008,6
Hombres	De 65 a 69 años	Inactivos	2012	974,2
Hombres	De 65 a 69 años	Inactivos	2011	954,1
Hombres	De 65 a 69 años	Inactivos	2010	917,5
Hombres	De 65 a 69 años	Inactivos	2009	874,6
Hombres	De 65 a 69 años	Inactivos	2008	792,2
Hombres	De 65 a 69 años	Inactivos	2007	775,8
Hombres	De 65 a 69 años	Inactivos	2006	808,1
Hombres	70 y más años	Total	2024	3.005,7
Hombres	70 y más años	Total	2023	2.919,1
Hombres	70 y más años	Total	2022	2.868,7
Hombres	70 y más años	Total	2021	2.824,8
Hombres	70 y más años	Total	2020	2.769,1
Hombres	70 y más años	Total	2019	2.742,2
Hombres	70 y más años	Total	2018	2.700,8
Hombres	70 y más años	Total	2017	2.655,6
Hombres	70 y más años	Total	2016	2.604,9
Hombres	70 y más años	Total	2015	2.535,4
Hombres	70 y más años	Total	2014	2.451
Hombres	70 y más años	Total	2013	2.413,6
Hombres	70 y más años	Total	2012	2.370,3
Hombres	70 y más años	Total	2011	2.338,4
Hombres	70 y más años	Total	2010	2.302,4
Hombres	70 y más años	Total	2009	2.268,2
Hombres	70 y más años	Total	2008	2.278,7
Hombres	70 y más años	Total	2007	2.246,6
Hombres	70 y más años	Total	2006	2.173,8
Hombres	70 y más años	Activos	2024	40,2
Hombres	70 y más años	Activos	2023	41,9
Hombres	70 y más años	Activos	2022	42,4
Hombres	70 y más años	Activos	2021	40,3
Hombres	70 y más años	Activos	2020	34,3
Hombres	70 y más años	Activos	2019	36,6
Hombres	70 y más años	Activos	2018	31,6
Hombres	70 y más años	Activos	2017	25,6
Hombres	70 y más años	Activos	2016	22,9
Hombres	70 y más años	Activos	2015	22
Hombres	70 y más años	Activos	2014	20
Hombres	70 y más años	Activos	2013	19,2
Hombres	70 y más años	Activos	2012	22,8
Hombres	70 y más años	Activos	2011	25
Hombres	70 y más años	Activos	2010	25,4
Hombres	70 y más años	Activos	2009	24,7
Hombres	70 y más años	Activos	2008	25
Hombres	70 y más años	Activos	2007	34
Hombres	70 y más años	Activos	2006	34,4
Hombres	70 y más años	Ocupados	2024	39
Hombres	70 y más años	Ocupados	2023	40,6
Hombres	70 y más años	Ocupados	2022	40,9
Hombres	70 y más años	Ocupados	2021	39,4
Hombres	70 y más años	Ocupados	2020	33,8
Hombres	70 y más años	Ocupados	2019	36,2
Hombres	70 y más años	Ocupados	2018	31,6
Hombres	70 y más años	Ocupados	2017	25,4
Hombres	70 y más años	Ocupados	2016	22
Hombres	70 y más años	Ocupados	2015	21,6
Hombres	70 y más años	Ocupados	2014	19,5
Hombres	70 y más años	Ocupados	2013	19,2
Hombres	70 y más años	Ocupados	2012	22,7
Hombres	70 y más años	Ocupados	2011	24,4
Hombres	70 y más años	Ocupados	2010	25
Hombres	70 y más años	Ocupados	2009	24,7
Hombres	70 y más años	Ocupados	2008	25
Hombres	70 y más años	Ocupados	2007	33,8
Hombres	70 y más años	Ocupados	2006	34,2
Hombres	70 y más años	Parados	2024	1,1
Hombres	70 y más años	Parados	2023	1,3
Hombres	70 y más años	Parados	2022	1,6
Hombres	70 y más años	Parados	2021	0,8
Hombres	70 y más años	Parados	2020	0,4
Hombres	70 y más años	Parados	2019	0,4
Hombres	70 y más años	Parados	2018	..
Hombres	70 y más años	Parados	2017	0,2
Hombres	70 y más años	Parados	2016	0,9
Hombres	70 y más años	Parados	2015	0,4
Hombres	70 y más años	Parados	2014	0,5
Hombres	70 y más años	Parados	2013	0,1
Hombres	70 y más años	Parados	2012	0
Hombres	70 y más años	Parados	2011	0,6
Hombres	70 y más años	Parados	2010	0,4
Hombres	70 y más años	Parados	2009	..
Hombres	70 y más años	Parados	2008	..
Hombres	70 y más años	Parados	2007	0,2
Hombres	70 y más años	Parados	2006	0,1
Hombres	70 y más años	Parados que buscan primer empleo	2024	..
Hombres	70 y más años	Parados que buscan primer empleo	2023	..
Hombres	70 y más años	Parados que buscan primer empleo	2022	..
Hombres	70 y más años	Parados que buscan primer empleo	2021	..
Hombres	70 y más años	Parados que buscan primer empleo	2020	..
Hombres	70 y más años	Parados que buscan primer empleo	2019	..
Hombres	70 y más años	Parados que buscan primer empleo	2018	..
Hombres	70 y más años	Parados que buscan primer empleo	2017	..
Hombres	70 y más años	Parados que buscan primer empleo	2016	..
Hombres	70 y más años	Parados que buscan primer empleo	2015	..
Hombres	70 y más años	Parados que buscan primer empleo	2014	..
Hombres	70 y más años	Parados que buscan primer empleo	2013	..
Hombres	70 y más años	Parados que buscan primer empleo	2012	..
Hombres	70 y más años	Parados que buscan primer empleo	2011	..
Hombres	70 y más años	Parados que buscan primer empleo	2010	..
Hombres	70 y más años	Parados que buscan primer empleo	2009	..
Hombres	70 y más años	Parados que buscan primer empleo	2008	..
Hombres	70 y más años	Parados que buscan primer empleo	2007	..
Hombres	70 y más años	Parados que buscan primer empleo	2006	..
Hombres	70 y más años	Inactivos	2024	2.965,5
Hombres	70 y más años	Inactivos	2023	2.877,2
Hombres	70 y más años	Inactivos	2022	2.826,3
Hombres	70 y más años	Inactivos	2021	2.784,5
Hombres	70 y más años	Inactivos	2020	2.734,8
Hombres	70 y más años	Inactivos	2019	2.705,6
Hombres	70 y más años	Inactivos	2018	2.669,3
Hombres	70 y más años	Inactivos	2017	2.630
Hombres	70 y más años	Inactivos	2016	2.582
Hombres	70 y más años	Inactivos	2015	2.513,4
Hombres	70 y más años	Inactivos	2014	2.431
Hombres	70 y más años	Inactivos	2013	2.394,3
Hombres	70 y más años	Inactivos	2012	2.347,5
Hombres	70 y más años	Inactivos	2011	2.313,5
Hombres	70 y más años	Inactivos	2010	2.277
Hombres	70 y más años	Inactivos	2009	2.243,6
Hombres	70 y más años	Inactivos	2008	2.253,6
Hombres	70 y más años	Inactivos	2007	2.212,6
Hombres	70 y más años	Inactivos	2006	2.139,4
Mujeres	Total	Total	2024	21.356,7
Mujeres	Total	Total	2023	21.068,5
Mujeres	Total	Total	2022	20.746,9
Mujeres	Total	Total	2021	20.513
Mujeres	Total	Total	2020	20.336,9
Mujeres	Total	Total	2019	20.174,8
Mujeres	Total	Total	2018	19.978
Mujeres	Total	Total	2017	19.851
Mujeres	Total	Total	2016	19.777,5
Mujeres	Total	Total	2015	19.744,3
Mujeres	Total	Total	2014	19.740,1
Mujeres	Total	Total	2013	19.777,6
Mujeres	Total	Total	2012	19.829
Mujeres	Total	Total	2011	19.809,9
Mujeres	Total	Total	2010	19.744,2
Mujeres	Total	Total	2009	19.664,8
Mujeres	Total	Total	2008	19.517,5
Mujeres	Total	Total	2007	19.253,5
Mujeres	Total	Total	2006	18.927,1
Mujeres	Total	Activos	2024	11.512
Mujeres	Total	Activos	2023	11.384,9
Mujeres	Total	Activos	2022	11.082,8
Mujeres	Total	Activos	2021	10.942,2
Mujeres	Total	Activos	2020	10.624,4
Mujeres	Total	Activos	2019	10.753,7
Mujeres	Total	Activos	2018	10.600,3
Mujeres	Total	Activos	2017	10.569,6
Mujeres	Total	Activos	2016	10.608,9
Mujeres	Total	Activos	2015	10.602,4
Mujeres	Total	Activos	2014	10.595,4
Mujeres	Total	Activos	2013	10.668,8
Mujeres	Total	Activos	2012	10.704,2
Mujeres	Total	Activos	2011	10.575,7
Mujeres	Total	Activos	2010	10.405,2
Mujeres	Total	Activos	2009	10.227,8
Mujeres	Total	Activos	2008	9.940,8
Mujeres	Total	Activos	2007	9.532,3
Mujeres	Total	Activos	2006	9.170,9
Mujeres	Total	Ocupados	2024	10.052,5
Mujeres	Total	Ocupados	2023	9.805,5
Mujeres	Total	Ocupados	2022	9.432,9
Mujeres	Total	Ocupados	2021	9.100,3
Mujeres	Total	Ocupados	2020	8.772,7
Mujeres	Total	Ocupados	2019	9.033,7
Mujeres	Total	Ocupados	2018	8.795,7
Mujeres	Total	Ocupados	2017	8.558,5
Mujeres	Total	Ocupados	2016	8.340,8
Mujeres	Total	Ocupados	2015	8.105,7
Mujeres	Total	Ocupados	2014	7.901,5
Mujeres	Total	Ocupados	2013	7.823,2
Mujeres	Total	Ocupados	2012	8.024,5
Mujeres	Total	Ocupados	2011	8.268,9
Mujeres	Total	Ocupados	2010	8.300,8
Mujeres	Total	Ocupados	2009	8.373,8
Mujeres	Total	Ocupados	2008	8.664,5
Mujeres	Total	Ocupados	2007	8.512,6
Mujeres	Total	Ocupados	2006	8.130,6
Mujeres	Total	Parados	2024	1.459,5
Mujeres	Total	Parados	2023	1.579,4
Mujeres	Total	Parados	2022	1.649,9
Mujeres	Total	Parados	2021	1.841,9
Mujeres	Total	Parados	2020	1.851,6
Mujeres	Total	Parados	2019	1.720
Mujeres	Total	Parados	2018	1.804,5
Mujeres	Total	Parados	2017	2.011,1
Mujeres	Total	Parados	2016	2.268,2
Mujeres	Total	Parados	2015	2.496,7
Mujeres	Total	Parados	2014	2.693,9
Mujeres	Total	Parados	2013	2.845,5
Mujeres	Total	Parados	2012	2.679,6
Mujeres	Total	Parados	2011	2.306,8
Mujeres	Total	Parados	2010	2.104,4
Mujeres	Total	Parados	2009	1.854
Mujeres	Total	Parados	2008	1.276,3
Mujeres	Total	Parados	2007	1.019,7
Mujeres	Total	Parados	2006	1.040,3
Mujeres	Total	Parados que buscan primer empleo	2024	149,7
Mujeres	Total	Parados que buscan primer empleo	2023	163,8
Mujeres	Total	Parados que buscan primer empleo	2022	179
Mujeres	Total	Parados que buscan primer empleo	2021	186,6
Mujeres	Total	Parados que buscan primer empleo	2020	164,2
Mujeres	Total	Parados que buscan primer empleo	2019	178
Mujeres	Total	Parados que buscan primer empleo	2018	187,9
Mujeres	Total	Parados que buscan primer empleo	2017	214,6
Mujeres	Total	Parados que buscan primer empleo	2016	256,4
Mujeres	Total	Parados que buscan primer empleo	2015	285,2
Mujeres	Total	Parados que buscan primer empleo	2014	300,2
Mujeres	Total	Parados que buscan primer empleo	2013	301
Mujeres	Total	Parados que buscan primer empleo	2012	279,9
Mujeres	Total	Parados que buscan primer empleo	2011	233,1
Mujeres	Total	Parados que buscan primer empleo	2010	199,7
Mujeres	Total	Parados que buscan primer empleo	2009	174,9
Mujeres	Total	Parados que buscan primer empleo	2008	140,9
Mujeres	Total	Parados que buscan primer empleo	2007	122,7
Mujeres	Total	Parados que buscan primer empleo	2006	132,6
Mujeres	Total	Inactivos	2024	9.844,8
Mujeres	Total	Inactivos	2023	9.683,6
Mujeres	Total	Inactivos	2022	9.664,1
Mujeres	Total	Inactivos	2021	9.570,8
Mujeres	Total	Inactivos	2020	9.712,5
Mujeres	Total	Inactivos	2019	9.421,1
Mujeres	Total	Inactivos	2018	9.377,7
Mujeres	Total	Inactivos	2017	9.281,4
Mujeres	Total	Inactivos	2016	9.168,5
Mujeres	Total	Inactivos	2015	9.141,9
Mujeres	Total	Inactivos	2014	9.144,7
Mujeres	Total	Inactivos	2013	9.108,8
Mujeres	Total	Inactivos	2012	9.124,9
Mujeres	Total	Inactivos	2011	9.234,2
Mujeres	Total	Inactivos	2010	9.339
Mujeres	Total	Inactivos	2009	9.437,1
Mujeres	Total	Inactivos	2008	9.576,7
Mujeres	Total	Inactivos	2007	9.721,3
Mujeres	Total	Inactivos	2006	9.756,1
Mujeres	De 16 a 19 años	Total	2024	1.025,4
Mujeres	De 16 a 19 años	Total	2023	985,7
Mujeres	De 16 a 19 años	Total	2022	965,4
Mujeres	De 16 a 19 años	Total	2021	936,2
Mujeres	De 16 a 19 años	Total	2020	928
Mujeres	De 16 a 19 años	Total	2019	907,3
Mujeres	De 16 a 19 años	Total	2018	883
Mujeres	De 16 a 19 años	Total	2017	862,7
Mujeres	De 16 a 19 años	Total	2016	847,6
Mujeres	De 16 a 19 años	Total	2015	836,1
Mujeres	De 16 a 19 años	Total	2014	830,9
Mujeres	De 16 a 19 años	Total	2013	836,1
Mujeres	De 16 a 19 años	Total	2012	851,5
Mujeres	De 16 a 19 años	Total	2011	866,7
Mujeres	De 16 a 19 años	Total	2010	881,9
Mujeres	De 16 a 19 años	Total	2009	897,3
Mujeres	De 16 a 19 años	Total	2008	905
Mujeres	De 16 a 19 años	Total	2007	906
Mujeres	De 16 a 19 años	Total	2006	905,4
Mujeres	De 16 a 19 años	Activos	2024	137,3
Mujeres	De 16 a 19 años	Activos	2023	127
Mujeres	De 16 a 19 años	Activos	2022	126,7
Mujeres	De 16 a 19 años	Activos	2021	113,3
Mujeres	De 16 a 19 años	Activos	2020	90,5
Mujeres	De 16 a 19 años	Activos	2019	117,1
Mujeres	De 16 a 19 años	Activos	2018	115,4
Mujeres	De 16 a 19 años	Activos	2017	107,1
Mujeres	De 16 a 19 años	Activos	2016	101,8
Mujeres	De 16 a 19 años	Activos	2015	109
Mujeres	De 16 a 19 años	Activos	2014	110,4
Mujeres	De 16 a 19 años	Activos	2013	121,3
Mujeres	De 16 a 19 años	Activos	2012	134,5
Mujeres	De 16 a 19 años	Activos	2011	148
Mujeres	De 16 a 19 años	Activos	2010	161,5
Mujeres	De 16 a 19 años	Activos	2009	182
Mujeres	De 16 a 19 años	Activos	2008	227,4
Mujeres	De 16 a 19 años	Activos	2007	222,3
Mujeres	De 16 a 19 años	Activos	2006	224,3
Mujeres	De 16 a 19 años	Ocupados	2024	76,4
Mujeres	De 16 a 19 años	Ocupados	2023	72,6
Mujeres	De 16 a 19 años	Ocupados	2022	70,3
Mujeres	De 16 a 19 años	Ocupados	2021	54
Mujeres	De 16 a 19 años	Ocupados	2020	35,3
Mujeres	De 16 a 19 años	Ocupados	2019	60,3
Mujeres	De 16 a 19 años	Ocupados	2018	58
Mujeres	De 16 a 19 años	Ocupados	2017	48,1
Mujeres	De 16 a 19 años	Ocupados	2016	39
Mujeres	De 16 a 19 años	Ocupados	2015	31,9
Mujeres	De 16 a 19 años	Ocupados	2014	30,7
Mujeres	De 16 a 19 años	Ocupados	2013	28,8
Mujeres	De 16 a 19 años	Ocupados	2012	36
Mujeres	De 16 a 19 años	Ocupados	2011	54
Mujeres	De 16 a 19 años	Ocupados	2010	59,9
Mujeres	De 16 a 19 años	Ocupados	2009	80,2
Mujeres	De 16 a 19 años	Ocupados	2008	126,4
Mujeres	De 16 a 19 años	Ocupados	2007	142,5
Mujeres	De 16 a 19 años	Ocupados	2006	142,1
Mujeres	De 16 a 19 años	Parados	2024	60,9
Mujeres	De 16 a 19 años	Parados	2023	54,4
Mujeres	De 16 a 19 años	Parados	2022	56,3
Mujeres	De 16 a 19 años	Parados	2021	59,3
Mujeres	De 16 a 19 años	Parados	2020	55,2
Mujeres	De 16 a 19 años	Parados	2019	56,7
Mujeres	De 16 a 19 años	Parados	2018	57,4
Mujeres	De 16 a 19 años	Parados	2017	59
Mujeres	De 16 a 19 años	Parados	2016	62,7
Mujeres	De 16 a 19 años	Parados	2015	77,1
Mujeres	De 16 a 19 años	Parados	2014	79,7
Mujeres	De 16 a 19 años	Parados	2013	92,5
Mujeres	De 16 a 19 años	Parados	2012	98,5
Mujeres	De 16 a 19 años	Parados	2011	94
Mujeres	De 16 a 19 años	Parados	2010	101,5
Mujeres	De 16 a 19 años	Parados	2009	101,8
Mujeres	De 16 a 19 años	Parados	2008	101
